____aSalesRatio_shape
__aCommunity_
__aCommunity_Appr_yr
__aCommunity_Cert_yr
__aCommunity_Certifed
__aCurrent_Active_Parcels
__aCurrent_Active_Parcels_appr_yr
__aDORExempt
__ag_field_imprv_
__ag_field_imprv_VW
__AG_FIELD_LAND_DETAILS
__AG_FIELD_LAND_DETAILS_Training
__ag_field_land_details_VW
__AG_imprv_det_ValPV
__Ag_Open_Permits
__AG_PARCELS
__aGain_loss_range
__aGain_loss_range_shp
__aID_Area
__aID_Area_Comm
__aID_Area_Res
__aID_Unit_Price_
__aID_Unit_Price_Comm
__aID_Unit_Price_NoPOB
__aID_Unit_Price_Res
__aID_Val_Comm
__aID_Val_Res
__aIdt
__aImage_Skt
__aImprv
__aImprv_PercOfBase
__aImprv_PercOfBase_Val
__aLand_adj
__aLand_Detail
__aLand_Detailgis
__aLand_PerAcre
__aLand_Segment_Values
__aLand_Soil_Code_Piv
__aLand_Type
__aleased_land
__aleased_land_props
__aLevy_review_piv
__aLevy_review_pivot
__aLevy_Run_comp
__aLevy_Run_comp_1
__aLevy_Run_Current
__aLevy_Run_Prior
__aLevy_Run_Prior_comp
__aLiving_Area
__all
__All_BOE
__aMA_Area_
__aMA_Unit_Price_
__aMA_Val_
__aMain_Area_Coords
__aMainAreas
__aMap_Export
__aMulti_sale_props
__aNew_Construction
__aNew_Construction_shape
__aOcc_codes
__apClientdb_property
__aPercent_Change
__aPermit_Shape
__APEst_8_20_reet
__aphood
__apMain_image
__aPOB_unit_price
__app_card_curr_property
__AppraisalEst_20DORSales
__ApprEst_
__ApprEst_ag
__apprest_all_gain_loss
__apprEst_apartments
__ApprEst_Comm
__ApprEst_Comm_13
__ApprEst_Comm_21_35
__ApprEst_Comm_21_39
__ApprEst_Comm_41_46
__ApprEst_Comm_47_49
__ApprEst_Comm_52_59
__ApprEst_Comm_61_69
__ApprEst_Comm_71_79
__ApprEst_Comm_8_21_reet
__Apprest_gain_loss_
__Apprest_gain_loss_Ag
__Apprest_gain_loss_Comm
__Apprest_gain_loss_Land
__Apprest_gain_loss_Res
__Apprest_gain_loss_Reval1
__Apprest_gain_loss_Reval2
__Apprest_gain_loss_Reval3
__Apprest_gain_loss_Reval4
__Apprest_gain_loss_Reval5
__Apprest_gain_loss_Reval6
__Apprest_gainloss_
__Apprest_Indust
__ApprEst_LH_8_21_reet
__ApprEst_OCC
__ApprEst_OS
__ApprEst_Res_8_21_reet
__aPpsf_range
__aPpsf_range_shp
__aReet
__aReet_
__aRES_Building_imprv_det_ValPV
__aRES_imprv_det_ValPV
__aRES_Non_Building_imprv_det_ValPV
__aSales_Appraisalest_2023
__aSales_bs
__aSales_check
__aSales_check_Ag_V_1000_to_149999
__aSales_check_Ag_V_150000_to_249999
__aSales_check_Ag_V_250000_to_999999999
__aSales_check_Comm_1000_to_149999
__aSales_check_Comm_1000_to_149999_NV
__aSales_check_Comm_1000_to_149999_V
__aSales_check_Comm_150000_to_249999
__aSales_check_Comm_150000_to_249999_NV
__aSales_check_Comm_150000_to_249999_V
__aSales_check_Comm_250000_to_999999999
__aSales_check_Comm_250000_to_999999999_NV
__aSales_check_Comm_250000_to_999999999_V
__aSales_Check_Valid
__aSales_Ratio_
__aSales_Ratio_All_NV
__aSales_Ratio_All_V
__aSenior_Exmption_over_1acre
__aSimple_Comper
__ASImprv
__ASImprv_Comm
__ASParcel_identification
__ASPerm_Crop
__aSppsf_range
__aSppsf_range_shp
__aTax_District_Cert_yr
__aTax_District_piv
__aTempSales_vw
__aYard_imprv_val_piv
__BCZoning
__BentonCoZoning
__BentonRatioSheet
__boe_vw
__BPP__
__bpp_sub__
__build_permit_open
__build_permit_open_AG
__build_permit_open_all
__build_permit_open_Commercial
__build_permit_open_res
__City_of_Richland
__City_Richland_Sales
__client_map_appr_yr
__client_map_not_appr_yr
__Com_exempt
__Comm_OCC_join
__Commercail_Exempt
__Commercial
__commercial_sales
__Commercial_Sales_Database
__Commercial_sp
__Count_Perm_Crop
__current_active_parcels
__current_active_prop_type
__Current_BOE
__CurrentPersPoints
__DanWeltch
__dashboard_2021
__Dashboard_View
__Density_Perm_Crop
__DOR_exempt
__dor_PersProp_assessment_roll
__dor_PersProp_assessment_roll_Tax_year
__DOR_RealPro_Assess_Roll
__DOR_RealPro_Assess_Roll_Coords
__dor_RealProp_assessment_roll
__dtc
__econ_unit
__Error_imprv_val_zero
__error_pivot
__error_report
__error_report_view
__Exempt_DOR
__FarmBenton
__gain_loss
__Gov_exempt
__Gov_exempt_2
__id_type
__image_mobile
__image_PIC
__image_Reet
__image_SKETCH_LG
__image_SKT_JPG
__Image_Test_Piv
__Image_Type_Piv
__Imp_on_Leased_Land
__Imp_on_Leased_Land
__Imp_on_MH_Tax_st
__Imp_on_personnal_Tax_st
__Imp_on_Real_Tax_st
__Imprv_Det_Area
__Imprv_Det_unit_price
__Imprv_Det_Val
__Imprv_Detail_wPercOfBase
__Imprv_using_Percent_Base
__industrial
__industrial_1
__industrial_2
__land_only_sales
__land_sales_sp
__land_seg_legal_acres
__land_seg_totals_check
__Land_Segments
__land_type
__land_type_size
__landSizeAcres
__leasehold_property_exp
__leasehold_property_export
__levy_cert_agg_limit_yr
__levy_cert_const_limit_yr
__levy_cert_highest_lawful_limit_yr
__levy_cert_levy_data_limit_yr
__Levy_cert_levy_data_limit_yr_1
__Levy_cert_levy_review_limit_yr_1
__levy_cert_view_highest_lawful_limit_yr
__levy_data
__levy_link
__LH_Parent_PP_Child
__Main_Image
__ManuHome
__ManuHome_in_Parks
__ManuHome_Parks
__map_account
__map_address
__map_images
__map_imprv
__map_imprv_detail
__map_imprv_items
__map_land_detail
__map_legal_desc
__map_linked_owners
__map_owner
__map_permits
__map_properties
__map_properties_coords
__map_property_val
__map_roll_value_history
__map_sales_chg_of_owner
__map_situs
__map_sketches
__MasterPerm_crop
__Max_Perm_Crop
__MH_in_Parks
__MHome
__Min_Perm_Crop
__mm_assign_cd
__Mobile_Pic
__mosquito
__mosquito_with_Exptions
__mosquito_wo_Exptions
__new_quality
__new_quality_points
__Oliver_Analysis
__Open_Permits_Commercial
__Open_Permits_Res
__Pacs_image_Current_yr
__pacs_maps_cert_yr
__pacs_maps_curr_yr
__Pacs_REET_
__Parcel_AVA
__partition_Perm_Crop
__perm_acres_crop__
__perm_crop_acres
__perm_crop_class
__perm_crop_master
__Perm_ls_ag_id_piv
__Perm_ls_seg_mkt_LT
__PermCrop
__permcrop_view
__permcrop_view_1
__PermCropPivot
__Pers_Prop
__pers_prop_descrip
__pers_prop_description
__Pers_Prop_tax yr
__PersonalProperty_Roll
__PersonalPropertyPoints
__pp_comp_app_v_tax
__pp_links__
__PP_point
__PP_seg_PP_desc_appr_year
__PP_seg_PP_desc_pivot
__PP_seg_PP_desc_tax_year
__prop_lh
__prop_recalc_errors_piv
__prop_val_comb_appr_yr
__quality
__Ratio_Sheet3_4_19
__RatioSheet
__RealProperty_Roll
__Reet_Image
__report_of_errors
__RES_imprv_det_ValPV
__sale
__Sales_Comm_5yrs
__sales_dashboard__
__sales_geom
__Sales_Query_Bomb
__sales_x_y
__SalesDate_piv
__SalesPrice_piv
__Sketch_jpg
__sp_ag_1
__sp_ag_2
__sp_ag_3
__sp_ag_4
__sp_ag_5
__sp_ag_6
__sp_ag_7
__sp_ag_8
__sp_ag_master
__sp_benton_vw
__sp_Dashboard_View
__spatialest_vw
__special_assesment
__ST_DOR_Reval
__ST_DOR_Reval_All
__Subdivision
__sum_land_seg
__Tax_yrPersPoints
__taxing_jurisdiction_detail_vw_2019
__taxing_jurisdiction_detail_vw_2020
__test_Geom_Ratio_Sheet3_4_19
__totalval
__UTL_exempt
__wa_levy_rate_since2010
__Wa_Tax_Statement
__wa_tax_statement_values
__Wa_Tax_Statement_XY
__Web__chg_of_owner_
__Web__chg_of_owner_curr_sup_tax_yr
__Web__imprv_
__Web__imprv_detail
__Web__imprv_ma
__Web_general
__Web_land_detail
__web_land_geo_
__Web_Owner
__yard_count
__Yard_imprv
__Yard_Imprv_val
__zoning
_ag_land_detail_vw
_apMetes_and_bounds_Appr_yr
_benton_gis_vw
_benton_land_sale
_benton_ratio
_bs_map_export_vw
_cComm_Occ_cd
_comm_4piv
_comm_piv
_Comp_Sales_land
_FLOOR_AREA_PERIM_MULTIPLIER_17
_gis_coord_update
_improvement_vw
_jeff_appraisal_notice_report_vw
_land_vw
_LHC_SALES
_LHC_SALES_11_7
_LOCAL_MULTIPLIER_17
_owner_prop_group_vw
_owner_vw
_penpad_sales
_prop_entity_vw
_property_vw
_proval_ms_resaults
aaAG_Crop
abs_subdv_yr_vw
Abstract_Subdivision
account_appr_num_props_vw
account_appr_vw
account_coll_num_props_vw
account_coll_vw
account_prop_count_vw
account_vw
address_chg_vw
ag_age_grouping
ag_field_imprv_VW
AG_FIELD_LAND_DETAILS_VW
AG_FIELD_LAND_DETAILS_VW
ag_land_detail
ag_parcels
ag_permc_land
ag_rollback_vw
age_group_pc
AGENT_APPR_VW
AGENT_COLL_VW
Agent_Signin_Report_vw
AGENT_VW
all_account_vw
All_property_export
all_spatial_coords
all_system_permits
AP_LAND
AP_Sales
APP_AGENT_VW
APP_PROPERTY_OWNER_VW
appr_card_curr_property_vw
appr_card_entity_vw
appr_card_exemption_vw
appr_card_imprv_features_vw
appr_card_imprv_vw
appr_card_land_vw
appr_card_mobile_property_vw
appr_card_owner_vw
appr_card_pers_prop_vw
appr_card_property_vw
appr_method_improvement_value_vw
appr_method_improvement_vw
appr_method_land_value_vw
appr_method_land_vw
appr_method_personal_vw
appr_notice_auto_count
appr_notice_config_maint_omit_entity_vw
appr_notice_default_form_vw
appr_notice_info_vw
appr_notice_mineral_count
appr_notice_mobile_count
appr_notice_personal_count
appr_notice_prop_list_bill_vw
appr_notice_prop_list_vw
appr_notice_real_count
appr_notice_select_criteria_omit_entity_vw
appr_notice_selection_criteria_vw
appr_notice_shared_cad_info_vw
appr_notice_vw
appraisal_totals_vw
AppraisalEst_Analysis
ARB_AGENT_VW
arb_distinct_yr_vw
arb_docket_schedule_vw
arb_inquiry_listing_vw
arb_inquiry_search_vw
arb_listing_vw
arb_minutes_info_vw
arb_notice_of_protest_info_vw
arb_notice_values_vw
ARB_OWNER_VW
arb_panel_decision_vw
arb_panel_decisions_report_vw
ARB_PROPERTY_VW
arb_protest_info_vw
arb_protest_listing_vw
arb_protest_prop_protest_count_vw
arb_protest_protest_by_count_vw
arb_protest_report_vw
arb_protest_search_vw
arb_protest_sign_in_list_vw
arb_protest_sign_in_vw
arb_protest_single_protest_vw
arb_protest_vw
arb_tax_preview_vw
arbitration_reports_entity_vw
arbitration_reports_vw
assessment_bill_vw
Assessor_Property
attorney_fee_rpt_vw
ATTORNEY_VW
auto_add_ov65_candidates_vw
auto_balance_exp_as_poev_vw
auto_balance_exp_as_pv_vw
auto_balance_exp_as_totals_vw
auto_balance_exp_sg_poev_vw
auto_balance_exp_sg_pv_vw
auto_balance_exp_sg_totals_vw
auto_balance_exp_sn_poev_vw
auto_balance_exp_sn_pv_vw
auto_balance_exp_sn_totals_vw
auto_balance_sup_poev_vw
auto_balance_sup_pv_vw
auto_balance_sup_vw
auto_tax_due_vw
auto_total_vw
AVMParcelUpdate
batch_chart_of_account_vw
batch_close_day_vw
batch_distribution_history_vw
batch_journal_collections_vw
batch_journal_distribution_detail_vw
batch_journal_distribution_vw
batch_vw
benton_spatial
BentonRatio
BentonWa
beta_reports_vw
bill_adj_trans_vw
bill_adjustment_report_vw
bill_alert_vw
bill_create_vw
BILL_OWNER_VW
BILL_PROP_ENTITY_VW
BILL_PROP_YR_VW
bill_stmnt_vw
bill_vw
BILL_YR_VW
board_of_eq_current
BOE_Case
BOE_Case2018
boe_protest
BOE_VW
book_section_proval
BP_open
bpp_subseg
bs_imprv_adj_type
bs_perm_crop
BSExport_Imprv
BSExport_Ranked_Sales
building_permit_audit_prt_vw
building_permit_prop_rpt_vw
BUILDING_PERMIT_PROP_VW
building_permit_report_property_vw
building_permit_report_vw
BUILDING_PERMIT_VW
BuildingPermitsOpen
business_phone_vw
buyer_assoc_vw
can_undo_supp_bill_vw
captured_value_joint_summary_vw
captured_value_local_summary_vw
captured_value_summary_vw
certified_layer_vw
CERTIFIED_PROP_INFO_VW
change_log_acctid_vw
change_log_arbcaseid_vw
change_log_arbitration_vw
change_log_arbitrationid_vw
change_log_arbyr_vw
change_log_bldgpermitid_vw
change_log_build_report_vw
change_log_chgofownerid_vw
change_log_propid_vw
change_log_propvalyr_vw
change_log_supnum_vw
chg_log_report_vw
chg_log_vw
chg_of_owner_first_buyer_vw
chg_of_owner_first_seller_vw
chg_of_owner_nextgen_vw
chg_of_owner_parent_nextgen_vw
chg_of_owner_parent_vw
chg_of_owner_prop_count_vw
chg_of_owner_prop_vw
chg_of_owner_vw
city_of_richland
client_map_export
clientdb__vw
codes_table_pv
codes_tble_pv
COLLECTIONS_AGENT_LIST_VW
COLLECTOR_VW
collin_base_map_vw
collin_etr_new_ex
collin_field_review_map_vw
collin_land_price_vw
collin_sales_map_vw
comm_bldg_pv
comm_featurea_cd_pv
comm_floors_pv
comm_imp_cd_pv_
Comm_imprv_1
Comm_imprv_10
Comm_imprv_11
Comm_imprv_12
Comm_imprv_13
Comm_imprv_14
Comm_imprv_15
Comm_imprv_16
Comm_imprv_17
Comm_imprv_18
Comm_imprv_2
Comm_imprv_20
Comm_imprv_21
Comm_imprv_22
Comm_imprv_3
Comm_imprv_4
Comm_imprv_5
Comm_imprv_6
Comm_imprv_7
Comm_imprv_8
Comm_imprv_9
comm_imprv_det_type
comm_imprv_det_type_1
comm_imprv_det_type_2
comm_imprv_det_type_3
Comm_PV
comm_Special_uses_pv
comm_uses_pv
Commercial_buildings_owner_addresses
Commercial_imprv_num
Commercial_sales_database
commerical_summery
comp_grid_comp_count_vw
comp_sales_land_mult_prop_vw
comp_sales_land_sale_vw
comp_sales_prop_sale_vw
comparable_grid_exclude_tax_district_vw
Comper
COMPONENT_COST_proval
COMPONENT_INPUT_DEFINITION_proval
COMPONENT_proval
CONSTRUCTION_CLASS_proval
CoR_2020
CoR_2023
COR_Dan_DT_Project
cor3
COST_CALCULATION_METHOD_proval
create_mh_lien_vw
Crop_OID
crystalReports_proval
CURR_APP_PROPERTY_OWNER_COLLIN_VW
CURR_APP_PROPERTY_OWNER_VW
curr_chg_of_owner_vw
CURR_PROP_ACRES_COMPARISON
CURR_PROP_ENTITY_INFO_VW
CURR_PROP_INFO_MORT_VW
CURR_PROP_INFO_VW
CURR_PROP_INFO_VW_NOFREEZE
CURR_PROP_INFO_WEB_VW
CURR_PROP_OWNER_W_MULT_OV65_HS
CURR_PROP_PCT_OWNERSHIP
curr_prop_prev_value_vw
CURR_PROP_WOUT_ENTITIES
CURR_PROP_YR_VW
CURR_PROPERTY_COL_OWNER_VW
CURR_PROPERTY_MORTGAGE_VW
CURR_PROPERTY_OWNER_VW
CURR_PROPERTY_OWNER_YEAR_VW
CURR_QP_TAX_PROP_INFO_VW
CURR_TAX_PROP_ADDRESS_VW
CURR_TAX_PROP_INFO_VW
CURR_TAX_PROPERTY_MORTGAGE_VW
CURR_TAX_PROPERTY_OWNER_VW
Current_Change
Current_Changes
CURRENT_COST_MULTIPLIER_proval
current_leased_land_prop
Current_Neighborhood
CURRENT_PROP_OWNER_VW
current_year_property_type_ioll_vw
daily_batch_report_vw
daily_cash_tendered_report_vw
daily_check_register_vw
Dashboard
DELQ_FREEZE_INFO_VW
delq_notice_info_vw
delq_notice_prep_vw
DELQ_PROP_INFO_VW
dep_Proval_17
DEPRECIATION_DISTINCT_DEPREC_CD_VW
DEPRECIATION_VW
DEPRECIATION_YR_VW
DistinctTaxserversVw
dor_aov_problem_vw
dor_aov_property_vw
dor_report_sale_detail_vw
dor_report_sale_summary_commercial_vw
dor_report_sale_summary_forestland_vw
dor_report_sale_summary_multi_vw
dor_report_sale_summary_salecounts_vw
dor_report_sale_summary_senior_vw
dor_report_sale_summary_single_vw
dor_report_sale_summary_timberland_vw
dor_report_sale_summary_valuesums_vw
dor_report_sale_summary_vw
dor_report_stratification_ioll_vw
dor_report_stratification_other_vw
dor_report_stratification_overall_vw
dor_report_stratification_sample_detail_vw
dor_report_stratification_stratum_summary_vw
econ_unit
eff_acre_assoc_vw
eff_acre_grp_chg_log_vw
eff_acres_grp_list_vw
eff_acres_grp_prop_vw
entity_1_tax_amt_vw
entity_10_tax_amt_vw
entity_2_tax_amt_vw
entity_3_tax_amt_vw
entity_4_tax_amt_vw
entity_5_tax_amt_vw
entity_6_tax_amt_vw
entity_7_tax_amt_vw
entity_8_tax_amt_vw
entity_9_tax_amt_vw
entity_available_for_group_vw
ENTITY_BILL_COUNT_VW
entity_certify_tax_rate_vw
entity_collect_for_vw
entity_curr_supp_vw
entity_exempt_application_vw
entity_exempt_dp_vw
entity_exempt_hs_vw
entity_exempt_ov65_vw
entity_exempt_total_vw
entity_exmpt_vw
entity_group_bill_vw
entity_group_has_bill_vw
entity_list_test_vw
entity_owner_vw
ENTITY_POTENTIAL_BILL_COUNT_VW
entity_set_freeze_vw
entity_statement_group_assoc_vw
entity_statement_group_vw
entity_stmnt_amt_vw
entity_stmnt_list_vw
entity_stmnt_run_count_vw
entity_stmnt_run_vw
entity_stmnt_test_vw
entity_tax_rate_vw
entity_tax_statement_print_history_vw
entity_vw
ENTITY_WITH_BILLS_VW
ENTITY_WO_BILLS_VW
entity_yr_taxable_vw
entity_yr_vw
EOY_CHG_OF_OWNER_VW
EOY_EXEMPTION_LIST_VW
ESCROW_PAYMENT_RECEIPT_TRANS_VW
escrow_payment_trans_vw
ESCROW_TOTALS_VW
event_appr_notice_vw
event_tax_stmnt_vw
EVENT_TREE_VW
exception_assessed_vw
exception_imprv_vw
exception_land_vw
exception_personal_vw
exemp_gov
exemption
exemption_total_vw
export_mt_owner_agent_info_vw
export_owner_agent_info_vw
farm
farmland_vw
fee_bill_vw
fee_payment_trans_vw
fee_payment_vw
FEE_PROP_ASSOC_VW
fee_prop_bill_vw
fee_prop_vw
fee_property_vw
fee_receipt_paid_by_vw
fee_statement_vw
fee_taxpayer_vw
fee_vw
FGP
Flo_VW
Florinda_VW
freeze_ceiling_accept_supplement_group_run_appraisal_year_vw
freeze_ceiling_accept_supplement_group_run_entity_freeze_type_vw
freeze_ceiling_freeze_refreeze_wizard_appraisal_year_vw
freeze_ceiling_freeze_refreeze_wizard_entity_freeze_type_vw
freeze_ceiling_newly_approved_wizard_appraisal_year_vw
freeze_ceiling_newly_approved_wizard_entity_freeze_type_vw
freeze_ceiling_run_entity_freeze_type_vw
freeze_ceiling_run_error_report_vw
freeze_ceiling_run_report_vw
freeze_ceiling_run_vw
freeze_ceiling_verification_wizard_appraisal_year_vw
freeze_ceiling_verification_wizard_entity_freeze_type_vw
FREEZE_REPORT_VW
freeze_tax_rate
freeze_vw
gain_loss_report_vw
GEO_ROLL_VW
Geo_unique_id
GET_LEGAL_DESC_TAX_VW
GET_LEGAL_DESC_VW
gim_report_vw
gim_sales_vw
GIS_Building_ppsf_range
GIS_Building_Sppsf_range
GIS_Calc_ppsf
GIS_Comm_Improvments
GIS_Commercial_AppraisalEst
GIS_Comper
GIS_Current_Changes
gis_image_vw
GIS_Improvments
GIS_Imprv_Detail
GIS_MainArea
GIS_ManuHome_inParks
GIS_ppsf_range
GIS_Property
GIS_Property_Identification
GIS_property_leased_land
gis_property_profile_vw
GIS_PropertyRoll_Appr_yr
GIS_PropertyRoll_Cert_yr
GIS_Res_AppraisalEst
gis_select_properties_vw
GIS_Sketch
GIS_taxing_jurisdiction_detail_vw
group_codes_control_vw
HB366_MAIN_OWNER_VW
HB366_VW
HB366_W_LINKS_VW
ia_report_current_vw
ia_report_defaulted_vw
ia_report_missed_vw
ia_report_payment_vw
ia_report_property_vw
IMP_ADJ_VW
IMP_DETAIL_ADJ_VW
ImpLand
import_payment_property_vw
import_payment_tenders_vw
import_payment_vw
IMPROV_DETAIL_NEW_VALUE_VW
IMPROV_NEW_VALUE_VW
improvementleases
ImprovementsOnLeaseLand
imprv_att_feature_units
imprv_att_features
IMPRV_DETAIL_DEPREC_RECALC_VW
imprv_entity_assoc_vw
imprv_flat
Imprv_id
imprv_num
imprv_number
Imprv_on_Leased_Land
Imprv_on_Leased_Land
Imprv_piv
imprv_sched_attr_val_vw
imprv_sched_attr_vw
imprv_sched_yr
Imprv_Table
imprv_vw
ImprvTypeCd_MHome
income_computation_proval
income_factors_proval
income_gba_vw
income_num_units_vw
income_prop_levy_rate_vw
income_prop_link_vw
income_prop_rpt_vw
income_prop_vw
income_tax_vw
income_values_vw
income_vw
installment_agreement_bill_vw
installment_agreement_letter_history_vw
LAND_ADJ_VW
land_detail_new_value_vw
land_detail_pivot_land_type
land_detail_summary_vw
LAND_DETAIL_VW
land_entity_assoc_vw
land_mass_adj_vw
land_mass_adjust
land_only_sale
land_sched_code_vw
land_sched_yr
land_seg
LandOnly_Sale
landsales_shp
late_ag_loss_vw
lawsuit_contact_vw
lawsuit_cost_vw
lawsuit_costs_vw
lawsuit_gain_loss_vw
lawsuit_listing_vw
Lease
lease_header_vw
lease_history_vw
lease_hold_properties
lease_mineral_do_vw
lease_properties_vw
leasImp
legal_desc
legal_metes_and_bounds_current
levy_aggr_dist_name
levy_auto_total_vw
levy_bill_vw
levy_cert_agg_limit_summary_vw
levy_cert_agg_limit_yr
levy_cert_const_limit_summary_vw
levy_cert_cont_limit_yr
levy_cert_highest_lawful_levy_history
levy_cert_highest_lawful_levy_history_vw
levy_cert_highest_lawful_limit_yr
levy_cert_levy_data_vw
levy_cert_review_vw
levy_entity_exempt_total_vw
levy_entity_yr_taxable_vw
levy_entity_yr_vw
levy_exemption_total_vw
levy_freeze_totals_vw
levy_mineral_total_vw
levy_personal_total_vw
levy_prop_total_vw
levy_real_mobile_totals_exmpt_vw
levy_real_mobile_totals_vw
levy_review
levy_roll_total_vw
limitation_absence_homestead_report_vw
link_type_Lease
link_type_Life
link_type_Owner
litigation_report_by_entity_vw
litigation_tax_statement_vw
ls_Irr_Pasture
ls_Non_Buildable
ls_OS_Market
ls_Rangeland
ls_SecondaryComm_Idust_Land
Main_Area_cd
mass_update_audit_report_curr_vw
mass_update_audit_report_prev_vw
mass_update_audit_report_vw
mass_update_properties_already_supplemented_vw
mass_update_properties_not_undone_report_vw
MassEntityUpdate_vw
master_spatial
MasterPerm_crop
max_layer_vw
max_prop_year_vw
merge_assoc_vw
MetesAndBounds
mh_balance_vw
MH_in_Parks
mh_lien_balance_vw
mh_lien_export_run_vw
mh_lien_release_run_vw
mh_lien_vw
mh_movement_info_vw
mh_movement_tax_due_vw
mh_movement_vw
min_bill_adj_vw
min_fee_adj_vw
mineral_cv_pers_value_vw
mineral_import_entity_map_vw
mineral_import_exemption_wardlaw_vw
mineral_import_format_vw
mineral_import_match_unmatch_property_vw
mineral_import_matched_agent_vw
mineral_import_matched_owner_vw
mineral_import_matched_property_vw
